log_ab,pval,errs
-11.142857142857142,0.09002083333333333,0.08058333333333334,[np.float64(0.08759375), np.float64(0.0885), np.float64(0.09396875)],[np.float64(0.07746875), np.float64(0.0795625), np.float64(0.08471875)]
-10.959183673469386,0.10091666666666665,0.08992708333333332,[np.float64(0.09703125), np.float64(0.09659374999999999), np.float64(0.109125)],[np.float64(0.08584375), np.float64(0.08574999999999999), np.float64(0.0981875)]
-10.775510204081632,0.1371041666666667,0.12288541666666668,[np.float64(0.14443750000000002), np.float64(0.13225), np.float64(0.13462500000000002)],[np.float64(0.13062500000000002), np.float64(0.11728125), np.float64(0.12075)]
-10.591836734693878,0.13438541666666667,0.11822916666666666,[np.float64(0.13471875000000003), np.float64(0.15309375), np.float64(0.11534375)],[np.float64(0.119), np.float64(0.1388125), np.float64(0.096875)]
-10.408163265306122,0.20809375,0.18746875,[np.float64(0.19331250000000003), np.float64(0.212125), np.float64(0.21884375)],[np.float64(0.17215625), np.float64(0.19325), np.float64(0.197)]
-10.224489795918366,0.22722916666666668,0.20391666666666666,[np.float64(0.20950000000000002), np.float64(0.23162500000000003), np.float64(0.2405625)],[np.float64(0.18762500000000001), np.float64(0.20684375000000002), np.float64(0.21728125)]
-10.040816326530612,0.26409375,0.23954166666666668,[np.float64(0.24928125), np.float64(0.27681249999999996), np.float64(0.26618749999999997)],[np.float64(0.22628125000000002), np.float64(0.2525), np.float64(0.23984375000000002)]
-9.857142857142858,0.2359375,0.21352083333333335,[np.float64(0.21765625000000002), np.float64(0.2600625), np.float64(0.23009375)],[np.float64(0.19771875000000003), np.float64(0.23753125000000003), np.float64(0.2053125)]
-9.673469387755102,0.227625,0.20751041666666667,[np.float64(0.22175), np.float64(0.22634375), np.float64(0.23478125000000002)],[np.float64(0.2025), np.float64(0.20350000000000001), np.float64(0.21653125)]
-9.489795918367346,0.19643750000000001,0.18094791666666668,[np.float64(0.17625000000000002), np.float64(0.22203125), np.float64(0.19103125)],[np.float64(0.1611875), np.float64(0.20596875), np.float64(0.17568750000000002)]
-9.306122448979592,0.17977083333333335,0.16559375,[np.float64(0.18359375000000003), np.float64(0.17765625000000002), np.float64(0.1780625)],[np.float64(0.17053125000000002), np.float64(0.1631875), np.float64(0.16306250000000003)]
-9.122448979591837,0.16141666666666668,0.14813541666666669,[np.float64(0.15281250000000002), np.float64(0.16912500000000003), np.float64(0.16231250000000003)],[np.float64(0.1388125), np.float64(0.155375), np.float64(0.15021875)]
-8.938775510204081,0.12860416666666666,0.11756250000000001,[np.float64(0.149875), np.float64(0.091375), np.float64(0.1445625)],[np.float64(0.13859375000000002), np.float64(0.08103125), np.float64(0.1330625)]
-8.755102040816325,0.13121875000000002,0.12119791666666667,[np.float64(0.11978125), np.float64(0.13509375), np.float64(0.13878125000000002)],[np.float64(0.11109375), np.float64(0.12490625), np.float64(0.12759375)]
-8.571428571428571,0.12155208333333334,0.11269791666666666,[np.float64(0.118), np.float64(0.1255), np.float64(0.12115625)],[np.float64(0.10909375), np.float64(0.11628125), np.float64(0.11271874999999999)]
-8.387755102040817,0.09108333333333334,0.08336458333333334,[np.float64(0.09603125), np.float64(0.06903125), np.float64(0.10818749999999999)],[np.float64(0.08825), np.float64(0.061125), np.float64(0.10071875)]
-8.204081632653061,0.09895833333333333,0.09117708333333334,[np.float64(0.115625), np.float64(0.08921875), np.float64(0.09203125)],[np.float64(0.10715625), np.float64(0.08128125), np.float64(0.08509375)]
-8.020408163265305,0.09445833333333332,0.08745833333333335,[np.float64(0.09075), np.float64(0.09190625), np.float64(0.10071875)],[np.float64(0.083125), np.float64(0.08559375), np.float64(0.09365625)]
-7.836734693877551,0.0880625,0.08130208333333334,[np.float64(0.0690625), np.float64(0.09459375), np.float64(0.10053125)],[np.float64(0.06328125), np.float64(0.08753125), np.float64(0.09309375)]
-7.653061224489796,0.08894791666666667,0.08215625,[np.float64(0.10128125), np.float64(0.07034375), np.float64(0.09521875)],[np.float64(0.093625), np.float64(0.06428125), np.float64(0.0885625)]
-7.469387755102041,0.09135416666666667,0.08430208333333333,[np.float64(0.08590625), np.float64(0.09359375), np.float64(0.0945625)],[np.float64(0.07903125), np.float64(0.0866875), np.float64(0.0871875)]
-7.285714285714286,0.095875,0.08835416666666666,[np.float64(0.09775), np.float64(0.10246875), np.float64(0.08740625)],[np.float64(0.0891875), np.float64(0.09521875), np.float64(0.08065625)]
-7.1020408163265305,0.08775,0.0811875,[np.float64(0.11209374999999999), np.float64(0.06315625), np.float64(0.088)],[np.float64(0.10471875), np.float64(0.057249999999999995), np.float64(0.08159374999999999)]
-6.9183673469387745,0.09019791666666666,0.08326041666666667,[np.float64(0.08340625), np.float64(0.08512499999999999), np.float64(0.1020625)],[np.float64(0.07628125), np.float64(0.07815625), np.float64(0.09534375)]
-6.73469387755102,0.0878125,0.08110416666666667,[np.float64(0.08959375), np.float64(0.0844375), np.float64(0.08940624999999999)],[np.float64(0.0824375), np.float64(0.07809375), np.float64(0.08278125)]
-6.551020408163264,0.09140624999999998,0.08465624999999999,[np.float64(0.09828125), np.float64(0.10246875), np.float64(0.07346875)],[np.float64(0.08996875), np.float64(0.09696874999999999), np.float64(0.06703125)]
-6.36734693877551,0.07405208333333334,0.06798958333333334,[np.float64(0.081), np.float64(0.081375), np.float64(0.05978125)],[np.float64(0.07525), np.float64(0.074375), np.float64(0.054343749999999996)]
-6.183673469387754,0.07605208333333333,0.06962499999999999,[np.float64(0.07353124999999999), np.float64(0.08365625), np.float64(0.07096875)],[np.float64(0.0675), np.float64(0.07578125), np.float64(0.06559374999999999)]
-6.0,0.06277083333333333,0.05602083333333333,[np.float64(0.0643125), np.float64(0.06937499999999999), np.float64(0.054625)],[np.float64(0.056812499999999995), np.float64(0.062468749999999997), np.float64(0.04878125)]
