log_ab,pval,errs
-15.0,0.033,0.02909375,[np.float64(0.029375000000000002), np.float64(0.032874999999999995), np.float64(0.03675)],[np.float64(0.025750000000000002), np.float64(0.02865625), np.float64(0.032874999999999995)]
-14.816326530612244,0.028739583333333332,0.025552083333333333,[np.float64(0.025906250000000002), np.float64(0.0196875), np.float64(0.040624999999999994)],[np.float64(0.02278125), np.float64(0.01696875), np.float64(0.036906249999999995)]
-14.63265306122449,0.01825,0.01579166666666667,[np.float64(0.01015625), np.float64(0.03203125), np.float64(0.0125625)],[np.float64(0.0085), np.float64(0.0285), np.float64(0.010375)]
-14.448979591836734,0.024708333333333332,0.02197916666666667,[np.float64(0.0269375), np.float64(0.01221875), np.float64(0.03496875)],[np.float64(0.02453125), np.float64(0.01059375), np.float64(0.0308125)]
-14.26530612244898,0.0323125,0.028645833333333332,[np.float64(0.02890625), np.float64(0.0388125), np.float64(0.02921875)],[np.float64(0.02490625), np.float64(0.0354375), np.float64(0.025593750000000002)]
-14.081632653061224,0.0269375,0.02391666666666667,[np.float64(0.021750000000000002), np.float64(0.03309375), np.float64(0.025968750000000002)],[np.float64(0.01965625), np.float64(0.02903125), np.float64(0.0230625)]
-13.89795918367347,0.027406249999999997,0.024343749999999997,[np.float64(0.0230625), np.float64(0.04190625), np.float64(0.01725)],[np.float64(0.02071875), np.float64(0.037781249999999995), np.float64(0.01453125)]
-13.714285714285714,0.027302083333333334,0.024624999999999998,[np.float64(0.02659375), np.float64(0.025750000000000002), np.float64(0.029562500000000002)],[np.float64(0.02321875), np.float64(0.02375), np.float64(0.02690625)]
-13.53061224489796,0.028333333333333332,0.024833333333333336,[np.float64(0.034687499999999996), np.float64(0.02278125), np.float64(0.02753125)],[np.float64(0.0309375), np.float64(0.0201875), np.float64(0.023375)]
-13.346938775510203,0.023031250000000003,0.02021875,[np.float64(0.029468750000000002), np.float64(0.025406250000000002), np.float64(0.01421875)],[np.float64(0.026000000000000002), np.float64(0.023), np.float64(0.01165625)]
-13.16326530612245,0.033937499999999995,0.03003125,[np.float64(0.02875), np.float64(0.032812499999999994), np.float64(0.040249999999999994)],[np.float64(0.0246875), np.float64(0.029406250000000002), np.float64(0.036)]
-12.979591836734693,0.03102083333333333,0.027322916666666665,[np.float64(0.01190625), np.float64(0.0385625), np.float64(0.04259375)],[np.float64(0.009625), np.float64(0.0355), np.float64(0.036843749999999995)]
-12.795918367346939,0.03843749999999999,0.03457291666666667,[np.float64(0.03725), np.float64(0.0451875), np.float64(0.032874999999999995)],[np.float64(0.03390625), np.float64(0.040374999999999994), np.float64(0.029437500000000002)]
-12.612244897959183,0.03948958333333333,0.0355,[np.float64(0.04121875), np.float64(0.04103125), np.float64(0.036218749999999994)],[np.float64(0.0376875), np.float64(0.036), np.float64(0.032812499999999994)]
-12.428571428571429,0.0355625,0.031322916666666666,[np.float64(0.03209375), np.float64(0.03528125), np.float64(0.0393125)],[np.float64(0.028375), np.float64(0.030875), np.float64(0.03471875)]
-12.244897959183673,0.030895833333333334,0.026802083333333334,[np.float64(0.01734375), np.float64(0.036593749999999994), np.float64(0.03875)],[np.float64(0.014718750000000001), np.float64(0.03209375), np.float64(0.03359375)]
-12.061224489795919,0.04054166666666666,0.03670833333333333,[np.float64(0.04290625), np.float64(0.030125), np.float64(0.04859375)],[np.float64(0.038593749999999996), np.float64(0.027), np.float64(0.044531249999999994)]
-11.877551020408163,0.0489375,0.04372916666666666,[np.float64(0.0460625), np.float64(0.053593749999999996), np.float64(0.04715625)],[np.float64(0.041374999999999995), np.float64(0.047875), np.float64(0.041937499999999996)]
-11.693877551020408,0.05404166666666666,0.04846875,[np.float64(0.0588125), np.float64(0.036), np.float64(0.0673125)],[np.float64(0.052781249999999995), np.float64(0.0315625), np.float64(0.0610625)]
-11.510204081632653,0.050812500000000003,0.04496875,[np.float64(0.0396875), np.float64(0.06296875), np.float64(0.04978125)],[np.float64(0.03453125), np.float64(0.056312499999999995), np.float64(0.0440625)]
-11.326530612244898,0.07816666666666666,0.06986458333333333,[np.float64(0.0786875), np.float64(0.07678125), np.float64(0.07903125)],[np.float64(0.07059375), np.float64(0.06809375), np.float64(0.07090625)]
